SN,Lastname,Firstname,Gender,Height,Weight,Passport ID,Country,Job Title,Income Annual,Hobby,Car Brand,Age,Num Covid Shots
666,Summers,Justin,M,1.94,67.64,61645776B,South Africa,Night Auditor,81084,Traveling,-,28.0,0.0
667,Dennis,Nicole,F,1.63,49.79,Y4520819M,France,Fitter Ii,9126,Family Time,-,32.0,1.0
668,Barber,Gloria,F,1.73,59.23,C4125038K,Germany,Gas-Engine Repairer,12455,Team Sports,-,31.0,0.0
669,Wyatt,Brian,M,1.94,48.36,28168706B,Brazil,Technical Operator,37916,Fishing,-,35.0,1.0
670,Emerson,Benjamin,M,1.73,68.16,U5590257H,Slovakia,Oriental-Rug Repairer,13081,Playing Music,-,29.0,2.0
671,Mcconnell,Victoria,F,1.74,51.09,U5500545G,United States of America,Pot-Lining Supervisor,99774,Playing Cards,-,21.0,0.0
672,Pratt,John,M,1.84,96.29,U0258837N,South Africa,Steel-Pourer Helper,35022,Entertaining,-,32.0,1.0
673,Barker,Aaron,M,1.83,80.34,64811999J,Austria,"Chemist, Wastewater-Treatment Plant",26726,Computer Games,-,29.0,0.0
674,Chapman,Rebecca,F,1.69,42.8,Y7389303N,Spain,Electric-Motor Assembler,22477,Family Time,-,31.0,1.0
675,Munoz,Tyler,M,1.7,58.23,U2728988H,Senegal,"Supervisor, Incinerator Plant",49686,Golf,General Motors,25.0,1.0
676,Kramer,Betty,F,1.48,59.65,47183214J,Japan,Pit Steward,66786,Horseback Riding,Volkswagen,28.0,0.0
677,Dunlap,Robert,M,1.53,53.21,35492060L,Canada,Chair Upholsterer,20898,Working on Cars,-,15.0,0.0
678,Grant,Edward,M,1.54,48.36,I9112592Q,Croatia,Quality-Control Clerk,7594,Horseback Riding,-,35.0,1.0
679,Blanchard,Eugene,M,1.94,55.38,56000508S,China,"Armature-Winder Helper, Repair",96689,Fishing,Honda,28.0,1.0
680,Bonner,Ryan,M,1.94,64.23,N2172972C,Turkey,"Inspector, Slide Fasteners",100591,Theater,-,29.0,1.0
681,Rivers,Walter,M,1.84,56.81,58903525K,Latvia,Cutting-And-Printing-Machine Operator,139392,Reading,-,19.0,1.0
682,Oneill,Judy,F,1.44,43.34,47580219F,Mexico,"Buffer, Automatic",8193,Painting,-,24.0,1.0
683,Leon,Alexis,F,1.58,42.67,50726519W,Vietnam,"Laboratory Assistant, Culture Media",78519,Cooking,-,35.0,0.0
684,Rivers,Teresa,F,1.82,46.56,48603237G,Germany,Power-Reactor Operator,39455,Team Sports,-,33.0,0.0
685,Allison,Roy,M,1.67,50.43,56697102N,Netherlands,Buyer,17773,Gardening,-,15.0,0.0
686,Nolan,Zachary,M,1.61,48.36,C8944561I,Indonesia,Lye-Peel Operator,39992,Crafts,-,29.0,1.0
687,Wynn,Paul,M,1.68,48.36,P8260643U,France,Hogshead Hooper,135767,Horseback Riding,Jaguar,28.0,0.0
688,Armstrong,Angela,F,1.39,39.91,33971767G,Canada,Value Engineer,16059,Horseback Riding,-,32.0,1.0
689,Wagner,Brittany,F,1.56,39.6,G5174424J,Bulgaria,Surgical Technician,58778,Listening to Music,Nissan,39.0,2.0
690,Mckenzie,Kyle,M,1.72,55.18,52832654P,Mexico,"Spooler, Sequins",166643,Exercise,-,23.0,1.0
691,Leblanc,Nicholas,M,1.77,56.07,62935481U,Romania,"Ice Maker, Skating Rink",16652,Dancing,-,30.0,1.0
692,Craft,Adam,M,1.94,57.91,Q4980399Z,Greece,"Supervisor, Veneer",27785,Bicycling,-,33.0,0.0
693,Vinson,Barbara,F,1.4,49.49,X6969275E,Hungary,Casino Host,81070,Tennis,Suzuki,35.0,1.0
694,Sharp,Stephanie,F,1.68,52.5,U2725306I,Chile,Making-Line Worker,49074,Volunteer Work,-,32.0,1.0
695,Savage,Nathan,M,1.89,61.73,83554254B,Argentina,Refrigeration-Mechanic Helper,14550,Socializing,-,25.0,2.0
696,Mosley,Jacqueline,F,1.68,47.17,A8980418C,France,Cigarette-Making-Machine Operator,15291,Golf,-,36.0,0.0
697,Browning,Amber,F,1.48,39.32,V6638970U,Croatia,Shoe-Lay-Out Planner,62929,Skiing,Maserati,27.0,1.0
698,Dunn,Christina,F,1.39,39.32,40414856Q,Slovakia,Industrial Hygienist,10902,Theater,-,35.0,1.0
699,Delgado,William,M,1.77,65.24,R0626235L,China,Motorboat Mechanic,6168,Running,-,36.0,1.0
700,Mcgowan,Alexis,F,1.6,40.54,O5404982I,Japan,Planing-Machine Operator,16096,Dancing,-,31.0,0.0
701,Burt,David,M,1.52,57.31,24476813N,Spain,Pumper,41567,Traveling,Jaguar,31.0,0.0
702,Lewis,Lori,F,1.54,42.74,N6875902Y,Slovenia,Liquid-Fertilizer Servicer,82336,Playing Cards,-,38.0,0.0
703,Watts,Sharon,F,1.69,45.11,N9176900V,Bulgaria,Decal Applier,111404,Watching TV,-,28.0,1.0
704,Barnett,Patrick,M,1.94,64.64,I4081052U,Vietnam,"Printed Circuit Board Component Tester, Chemical",16531,Boating,-,17.0,1.0
705,Wiggins,Carolyn,F,1.44,39.48,14163016A,Argentina,"Radiologic Technologist, Chief",82823,Family Time,Chrysler,30.0,0.0
706,Allen,Logan,M,1.88,51.05,X4341134X,Thailand,Weigher,14166,Boating,-,22.0,1.0
707,Lane,Jonathan,M,1.82,52.35,14329990W,Canada,"Teacher, Physically Impaired",13264,Sewing,-,21.0,0.0
708,Pickett,Jonathan,M,1.58,48.36,D6641814N,Australia,Steel-Pan-Form-Placing Supervisor,37750,Theater,-,29.0,1.0
709,Hahn,Teresa,F,1.52,50.76,W6498589I,Senegal,Track-Moving-Machine Operator,22011,Fishing,-,33.0,1.0
710,Santiago,Doris,F,1.56,50.37,48047307J,United Kingdom,Rim-Turning Finisher,24940,Playing Music,-,25.0,1.0
711,Downs,Anna,F,1.47,44.88,35026249W,France,Foreign-Exchange-Position Clerk,38278,Billiards,-,29.0,1.0
712,Faulkner,Sarah,F,1.68,46.25,50993896T,Lithuania,Seed Analyst,28490,Motorcycling,-,34.0,1.0
713,Branch,Natalie,F,1.53,48.54,Z3722226N,Australia,Basket Patcher,13945,Housework,-,30.0,1.0
714,Barron,Tyler,M,1.85,48.36,Q1153464A,China,Warper,21438,Bicycling,-,15.0,1.0
715,Talley,Sharon,F,1.8,49.85,F6564670N,Brazil,Pantry Goods Maker,11274,Watching TV,-,39.0,2.0
716,Harrington,Thomas,M,1.94,48.36,60978446I,Bulgaria,Clean-Rice Grader And Reel Tender,80780,Playing Cards,-,26.0,1.0
717,Mays,Linda,F,1.82,39.32,P1048948C,China,"Supervisor, Cloth Winding",98604,Painting,Bugatti,28.0,0.0
718,Torres,Stephen,M,1.94,69.62,A5449945H,Luxembourg,Mica-Plate Layer,11486,Theater,-,29.0,1.0
719,Decker,Beverly,F,1.73,45.09,46975981O,Sweden,"Coper, Hand",48584,Running,-,37.0,1.0
720,Carpenter,Jonathan,M,1.72,66.36,55282551N,Hungary,Collator Operator,44283,Hunting,-,24.0,0.0
721,Lopez,Grace,F,1.39,50.45,N8446617L,Chile,Laboratory Chief,23808,Watching TV,-,42.0,1.0
722,Luna,Raymond,M,1.61,67.35,W6596062Q,Vietnam,Pen-And-Pencil Repairer,144379,Traveling,-,44.0,1.0
723,Cantu,Christine,F,1.58,42.89,09274193X,Austria,Boring-Machine Operator,41717,Billiards,-,39.0,0.0
724,Ward,Angela,F,1.82,44.43,70512283J,Finland,Votator-Machine Operator,42169,Gardening,-,33.0,2.0
725,Chen,Michael,M,1.86,59.52,80765100H,Singapore,Thermal-Cutting-Machine Operator,124558,Bowling,-,28.0,0.0
726,Graves,Zachary,M,1.6,79.48,P5267920B,Germany,Liquefaction-Plant Operator,99175,Running,-,33.0,0.0
727,Griffin,Mary,F,1.39,50.17,P1914951J,Slovenia,Crown Attacher,46416,Walking,-,36.0,1.0
728,Tran,Rachel,F,1.55,53.71,57186539P,Indonesia,Electromyographic Technician,40288,Shopping,-,31.0,2.0
729,Acosta,Kelly,F,1.44,39.32,36823225V,Argentina,Book-Sewing-Machine Operator I,39950,Reading,-,29.0,0.0
730,Levy,Willie,M,1.53,59.98,83244695I,Poland,"Inspector, Plastics And Composites",19110,Animal Care,-,36.0,0.0
731,Barker,Laura,F,1.82,48.08,C4464009P,Mexico,Dynamite-Packing-Machine Feeder,127831,Walking,-,39.0,1.0
732,Mcconnell,Christine,F,1.4,42.04,44505941B,Egypt,Matchbook Assembler,13263,Traveling,-,26.0,1.0
733,Dunn,Zachary,M,1.76,85.51,M5707217A,Turkey,"Irrigator, Head",19479,Billiards,-,36.0,0.0
734,Bryant,Louis,M,1.91,70.91,B4064391M,Vietnam,Table Operator,10375,Reading,-,26.0,0.0
735,Whitehead,Maria,F,1.63,50.9,73944910W,Finland,Parts Remover,39118,Swimming,-,25.0,2.0
736,Shelton,Judy,F,1.67,43.12,D2570185Y,United States of America,Delineator,8427,Playing Cards,-,15.0,1.0
737,Sears,Sara,F,1.56,42.38,C5210596R,Saudi Arabia,Dope-Dry-House Operator,38872,Listening to Music,-,40.0,0.0
738,Sharp,Carl,M,1.94,59.75,U3979948F,China,"Sales Representative, Barber And Beauty Equipment And Supplies",119346,Sewing,Chevrolet,37.0,1.0
739,Craig,Albert,M,1.94,59.68,P0777429B,Ireland,Soap Grinder,50724,Boating,Pagani,22.0,1.0
740,Rowe,Catherine,F,1.6,44.07,15861466Q,Senegal,Saturator Operator,7639,Crafts,-,28.0,1.0
741,Mathis,Susan,F,1.39,44.8,D8211061I,Argentina,Mirror-Machine Feeder,38711,Motorcycling,-,26.0,1.0
742,Boone,Frank,M,1.84,80.97,G3678040K,Portugal,Orthotics Assistant,21809,Animal Care,-,37.0,1.0
743,Wilkins,Russell,M,1.75,55.21,K6312475B,Finland,Cd-Mixer,238250,Relaxing,-,28.0,1.0
744,Green,Kevin,M,1.94,73.29,75504305I,Egypt,Lens-Block Gauger,18938,Hiking,-,28.0,1.0
745,Erickson,Megan,F,1.81,54.16,55459082O,Germany,Scale-Reclamation Tender,69403,Hiking,Suzuki,35.0,0.0
746,Howell,James,M,1.87,57.21,20300344D,Russia,Burner,41582,Sleeping,GMC,34.0,0.0
747,Sampson,Sean,M,1.72,80.68,78215905B,Poland,"Template Maker, Track",19691,Boating,-,26.0,0.0
748,Rice,Aaron,M,1.74,69.19,W6056867C,Slovakia,Gas-Engine Repairer,8095,Playing Music,-,18.0,1.0
749,Maxwell,Anthony,M,1.85,62.67,66464867B,Chile,Rotary-Kiln Operator,21434,Sewing,-,27.0,0.0
750,Martinez,Sophia,F,1.52,40.87,82150679W,Portugal,Cd-Reactor Operator,175962,Socializing,-,29.0,1.0
751,Santiago,Gary,M,1.52,48.36,X9714083E,Hungary,Bedder,14749,Relaxing,-,41.0,1.0
752,Campos,Abigail,F,1.72,43.37,M1828074G,Singapore,Automobile-Accessories Installer,28407,Running,-,29.0,2.0
753,Brown,Karen,F,1.56,51.32,H3486018W,Spain,Wash Operator,34078,Watching Sports,-,42.0,1.0
754,Deleon,Sandra,F,1.39,46.77,69112361X,Czechia,Stock Shaper,13960,Team Sports,-,39.0,2.0
755,Banks,Stephen,M,1.85,70.92,B9846832Z,Hungary,Market Researcher,89606,Sleeping,-,48.0,1.0
756,Hoover,Henry,M,1.89,55.46,L8641441B,France,Sugar Drier,80235,Motorcycling,-,30.0,0.0
757,Welch,Heather,F,1.45,40.51,K1912096X,Australia,Heavy-Forger Helper,34522,Sewing,-,27.0,0.0
758,Callahan,Danielle,F,1.72,57.55,Q8821872D,Russia,Fabric Stretcher,7990,Eating Out,-,32.0,0.0
759,Clements,Gerald,M,1.92,73.26,H9343948N,Belgium,Roll-Tension Tester,14538,Boating,-,19.0,1.0
760,Le,Elizabeth,F,1.45,59.02,75064441T,Netherlands,"Sales Representative, Franchise",41204,Computer Games,-,29.0,1.0
761,Kramer,Jeffrey,M,1.74,48.36,K4435212M,Singapore,Roll-Forming-Machine Set-Up Mechanic,31859,Beach,-,15.0,0.0
762,Merrill,Catherine,F,1.7,49.73,L5884988J,Greece,"Sales Representative, Hardware Supplies",39146,Horseback Riding,-,47.0,1.0
763,Garrison,Denise,F,1.68,39.32,24364639J,Estonia,Public Health Physician,67845,Team Sports,-,24.0,0.0
764,Warren,Lori,F,1.46,39.39,R5954482Q,Australia,Car Icer,53990,Entertaining,GMC,33.0,1.0
765,Mayo,Alexander,M,1.79,56.74,Y7695724J,Germany,Carton-Counter Feeder,46038,Eating Out,Hyundai,17.0,1.0
766,Greer,Ruth,F,1.54,51.05,N1111697O,Japan,Sanitary Landfill Operator,42296,Golf,Renault,36.0,0.0
767,Padilla,George,M,1.69,49.78,J8887396B,Portugal,Surgical-Forceps Fabricator,27615,Camping,-,22.0,1.0
768,Melendez,Robert,M,1.68,48.36,34383772F,Greece,"Supervisor, Dry Paste",15948,Sleeping,-,22.0,1.0
769,Fitzgerald,Laura,F,1.76,42.76,28740119B,Mexico,Mosaicist,19177,Hunting,-,30.0,1.0
770,Sexton,Johnny,M,1.94,72.46,I7227528C,Ireland,Animal Trainer,187336,Family Time,-,31.0,2.0
771,Alvarez,Bruce,M,1.52,61.4,I6585526L,Netherlands,Logistics Engineer,20796,Playing Music,-,23.0,1.0
772,Pierce,Jeffrey,M,1.94,72.38,S1228754G,Czechia,Base Filler,110563,Exercise,Mazda,25.0,2.0
773,Herrera,Marilyn,F,1.39,49.48,21780824S,Portugal,"Filter Tender, Jelly",34595,Crafts,-,28.0,0.0
774,Baldwin,Donna,F,1.82,52.09,12791969A,Czechia,Wash-Oil-Pump Operator Helper,18023,Playing Music,-,28.0,1.0
775,Steele,Alice,F,1.39,39.32,O4919352R,Luxembourg,Insulator Tester,56947,Animal Care,Suzuki,27.0,1.0
776,Burnett,Julie,F,1.54,44.84,G3862104D,Canada,Photo-Optics Technician,114797,Running,-,32.0,1.0
777,Buckner,Terry,M,1.91,53.24,V5690681N,Italy,Industrial-Truck Operator,10372,Golf,-,30.0,0.0
778,Small,Gabriel,M,1.77,63.72,67342315Z,Ireland,"Service Technician, Computerized-Photofinishing Equipment",26280,Working on Cars,-,33.0,0.0
779,Hubbard,Alexis,F,1.82,45.63,47170365D,Hungary,Melter,20178,Traveling,-,33.0,0.0
780,Brock,Lawrence,M,1.74,54.58,W8228927I,Bulgaria,Keymodule-Assembly-Machine Tender,33235,Hunting,-,30.0,0.0
781,Wheeler,Daniel,M,1.71,72.18,G0841967X,South Korea,Well-Drill Operator,59805,Crafts,Porsche,29.0,1.0
782,Gilliam,Bryan,M,1.93,48.36,59985883A,Slovakia,Laminator Ii,24816,Dancing,-,33.0,1.0
783,Pitts,Justin,M,1.94,74.89,13297512N,Italy,Controls Designer,95138,Watching TV,TATA Motors,23.0,0.0
784,Solomon,Brenda,F,1.42,50.25,O3599976T,Argentina,Line Repairer,140722,Hunting,-,31.0,1.0
785,Levy,Joan,F,1.51,39.32,Z0166533I,Indonesia,Platen-Press Feeder,60019,Walking,-,33.0,0.0
786,Maxwell,James,M,1.83,49.52,X2662369G,Ireland,"Loader, Magazine Grinder",39113,Cooking,-,31.0,0.0
787,Blankenship,Madison,F,1.74,42.65,Q3078113S,Czechia,Mirror Installer,35532,Horseback Riding,-,29.0,0.0
788,Hughes,Samuel,M,1.74,48.93,47290742S,Thailand,Solar Photovoltaic Installer,51344,Hiking,Ferrari,24.0,0.0
789,Fleming,Patricia,F,1.59,39.32,N9720506U,Estonia,Carpenter Inspector,19592,Playing Music,-,22.0,0.0
790,Duke,Sophia,F,1.77,41.71,60457143H,France,"Farmworker, Diversified Crops Ii",42702,Eating Out,-,27.0,0.0
791,Dixon,Roy,M,1.91,71.32,63563335S,Denmark,Food-And-Beverage Checker,34946,Team Sports,-,44.0,2.0
792,Spears,Patrick,M,1.94,58.71,16794642H,United Kingdom,Screener Operator,24835,Sleeping,-,15.0,1.0
793,Gibbs,Roger,M,1.65,48.36,12887190U,Czechia,Quality Assurance Supervisor,18192,Crafts,-,15.0,1.0
794,Boyle,Grace,F,1.51,47.62,H4701470I,Romania,Curtain-Stretcher Assembler,24489,Bicycling,-,29.0,1.0
795,Mercer,Ralph,M,1.52,53.53,U3829294K,Finland,"Drill-Press Set-Up Operator, Radial",17357,Shopping,-,20.0,1.0
796,Bell,Karen,F,1.39,47.53,68265533I,Lithuania,"Technician, Submarine Cable Equipment",105969,Working on Cars,-,30.0,0.0
797,Lindsey,Roy,M,1.77,74.56,G5397348Z,Brazil,Control-Panel Tester,130014,Relaxing,-,26.0,0.0
798,Phelps,Catherine,F,1.55,48.16,C3077850E,India,"Armature-Winder Helper, Repair",26631,Walking,-,41.0,1.0
799,Patrick,Betty,F,1.39,52.88,16980834Q,France,Rocket-Engine-Component Mechanic,54175,Fishing,-,26.0,1.0
800,Mcbride,Jeremy,M,1.52,48.36,K6224669J,Italy,"Plater, Printed Circuit Board Panels",44938,Bowling,-,29.0,1.0
801,Howell,Shirley,F,1.68,49.13,W2786820T,Greece,Trailer-Rental Clerk,8780,Hunting,-,37.0,0.0
802,Mullins,Gary,M,1.84,72.5,55351144Z,Austria,"Supervisor, Mold-Making Plastics Sheets",30735,Crafts,-,21.0,1.0
803,Maxwell,Andrea,F,1.39,44.18,V1440476L,Estonia,Repeat-Photocomposing-Machine Operator,33445,Walking,-,25.0,1.0
804,Valentine,Aaron,M,1.52,48.36,58448838D,Lithuania,Semiconductor Processor,19215,Swimming,-,22.0,0.0
805,Powell,Edward,M,1.83,66.76,Y7503769B,Spain,Recruit Instructor,84185,Housework,-,15.0,0.0
806,Herring,Jacqueline,F,1.39,39.32,65805530D,South Korea,Carbon Rod Inserter,7222,Hunting,-,36.0,2.0
807,Logan,Kenneth,M,1.61,64.69,26164332H,Portugal,Needle Grinder,13827,Fishing,-,24.0,1.0
808,Robles,Laura,F,1.66,39.32,32316778U,China,Computer Peripheral Equipment Operator,58198,Hiking,Nissan,25.0,0.0
809,Mcclure,Daniel,M,1.84,48.36,N8457966O,Lithuania,Margin Clerk I,24267,Boating,-,38.0,0.0
810,Stewart,Jerry,M,1.84,86.28,02719702Z,United States of America,Watch Assembler,91164,Painting,Aston Martin,26.0,1.0
811,Riley,Scott,M,1.94,66.99,43132502H,Hungary,Turner,9338,Writing,-,29.0,1.0
812,Carpenter,Tyler,M,1.69,78.39,72135871A,Spain,Syrup Maker,18661,Family Time,-,29.0,0.0
813,Horn,Karen,F,1.52,39.32,T3201369T,Slovakia,Ultrasonic-Seaming-Machine Operator,93090,Eating Out,-,32.0,1.0
814,Rosales,Amanda,F,1.56,45.51,I3690701T,Malta,Sociologist,55502,Socializing,Acura,36.0,0.0
815,Boyer,Gloria,F,1.39,39.32,19566112R,Argentina,Locomotive Operator Helper,60047,Hunting,Aston Martin,33.0,1.0
816,Mayer,Alice,F,1.73,39.32,29618599G,Spain,Refrigerator Tester,27767,Exercise,-,29.0,0.0
817,Thomas,Laura,F,1.7,51.65,S3961523U,Hungary,"Stone Polisher, Machine",7073,Motorcycling,-,35.0,0.0
818,Porter,Jean,F,1.66,50.26,N1738403X,Bulgaria,Warp-Tension Tester,16985,Family Time,-,33.0,0.0
819,Deleon,William,M,1.52,71.07,53336631S,Indonesia,"Supervisor, Cemetery Workers",19731,Socializing,-,30.0,0.0
820,Kennedy,Deborah,F,1.39,48.11,79563463H,Brazil,Faller Ii,7199,Playing Cards,-,25.0,1.0
821,Dawson,Mary,F,1.64,49.8,H4246183S,Luxembourg,"Driller And Deburrer, Reflector",94222,Eating Out,-,28.0,0.0
822,Rosario,Grace,F,1.49,43.95,13290620M,Cyprus,Feed And Farm Management Adviser,9026,Watching Sports,-,33.0,1.0
823,Sheppard,Matthew,M,1.88,56.83,T1273828D,Germany,Steel-Shot-Header Operator,14239,Theater,-,28.0,0.0
824,Moreno,Jean,F,1.82,47.07,N7388223D,Romania,Geological Engineer,16334,Housework,-,28.0,0.0
825,Browning,Russell,M,1.52,59.64,47850935V,Austria,Timekeeper,59945,Animal Care,Renault,18.0,1.0
826,White,Randy,M,1.86,63.21,28005473S,Mexico,Hat-Block Maker,81533,Exercise,-,16.0,0.0
827,Farrell,Marie,F,1.39,44.46,G3716716J,Netherlands,"Etcher, Electrolytic",56027,Horseback Riding,Mini,36.0,1.0
828,Gordon,Joan,F,1.54,42.76,37116777C,Bulgaria,Microfilm Processor,23356,Sewing,-,33.0,1.0
829,Chase,Maria,F,1.59,43.3,F3834752P,Estonia,Scaler-Packer,11455,Bicycling,-,32.0,1.0
830,Pruitt,Ronald,M,1.84,73.57,80934812I,Estonia,Scarf Gluer,38412,Camping,-,29.0,1.0
831,Hood,Judy,F,1.53,48.36,M9096722Y,France,Reservationist,21024,Walking,-,29.0,0.0
832,Atkins,Aaron,M,1.93,56.42,K8544729W,South Africa,"Sizer, Machine",6031,Team Sports,-,41.0,2.0
833,Joseph,Bryan,M,1.94,51.66,D5608530W,Saudi Arabia,Canopy Stringer,203282,Volunteer Work,-,27.0,1.0
834,Burks,Kathleen,F,1.55,39.32,86846183F,Cyprus,Kiln Loader,67531,Bowling,-,34.0,0.0
835,Mercado,Barbara,F,1.78,39.32,73793374J,United States of America,"Lawyer, Corporation",65098,Swimming,-,30.0,1.0
836,Randall,Daniel,M,1.72,61.54,S7597340F,Sweden,Frame Repairer,28983,Skiing,-,19.0,0.0
837,Holmes,Denise,F,1.53,49.25,12849342B,Slovenia,Compressor,88381,Painting,-,36.0,0.0
838,Irwin,Grace,F,1.82,52.68,L3160048Q,Belgium,Drip Pumper,41584,Housework,Peugeot,41.0,1.0
839,Allison,Donald,M,1.61,54.13,M3559039K,Japan,"Drafter, Cartographic",10865,Hunting,-,22.0,0.0
840,Cohen,Kimberly,F,1.8,55.91,R3878005D,Slovakia,Printmaker,21875,Exercise,-,34.0,2.0
841,Barr,Danielle,F,1.82,57.17,44889828I,South Africa,"Sleeve Maker, Lockstitch",187818,Watching Sports,-,27.0,1.0
842,Mcneil,Carl,M,1.74,54.23,U1923518A,Indonesia,"Supervisor, Commissary Production",21851,Sewing,-,38.0,1.0
843,Daugherty,Ann,F,1.54,49.25,E8362432C,Russia,Filter Operator,108041,Watching TV,-,42.0,1.0
844,Erickson,Brandon,M,1.85,49.44,58661175H,Cyprus,Intelligence Clerk,90971,Skiing,-,39.0,1.0
845,Mason,Evelyn,F,1.76,52.79,C4095580U,Latvia,"Hydroelectric-Station Operator, Chief",33689,Beach,-,43.0,1.0
846,Fletcher,Helen,F,1.51,46.19,53064468D,Latvia,"Screw-Machine Set-Up Operator, Swiss-Type",42696,Motorcycling,-,30.0,0.0
847,Fernandez,Angela,F,1.74,47.09,35103624K,South Africa,Electronic-Organ Technician,24491,Bowling,-,29.0,1.0
848,Carey,Joshua,M,1.77,55.09,I3901339V,Sweden,Crutcher,71125,Volunteer Work,-,26.0,0.0
849,Webb,Nancy,F,1.77,48.26,R8892971K,Slovenia,Cutter,6502,Housework,-,23.0,1.0
850,Park,Julia,F,1.69,54.19,I9691176F,Saudi Arabia,Paymaster Of Purses,7265,Horseback Riding,-,27.0,0.0
851,Gentry,Gloria,F,1.7,39.32,50037243A,Canada,Accounting Director,41722,Tennis,-,34.0,1.0
852,Olsen,Doris,F,1.59,44.72,P7612552K,United States of America,Partition Assembler,181119,Computer Games,Porsche,28.0,0.0
853,Chase,Joseph,M,1.94,68.4,M8338172H,Vietnam,"Director, Field Services",36307,Camping,-,17.0,1.0
854,Stone,Scott,M,1.8,60.61,10228149G,Austria,Last-Repairer Helper,105410,Camping,-,23.0,0.0
855,Shepherd,Sarah,F,1.53,45.04,V0668411F,Italy,Hogshead Cooper I,42427,Playing Cards,-,36.0,0.0
856,Casey,Richard,M,1.93,62.31,H7157734H,Denmark,Customs Import Specialist,31029,Shopping,-,18.0,1.0
857,Myers,Ethan,M,1.88,52.14,45993036F,India,Ticket Broker,58264,Swimming,-,25.0,0.0
858,Buckley,Sharon,F,1.58,49.41,Q6371252S,Netherlands,"Drafter, Directional Survey",18389,Animal Care,-,38.0,0.0
859,Boyd,Gerald,M,1.94,69.8,M1555928D,Cyprus,Auto-Design Checker,8825,Playing Music,-,27.0,1.0
860,Grant,Bradley,M,1.69,62.93,W7131838R,Romania,Fur Designer,38713,Running,-,30.0,0.0
861,Spence,Richard,M,1.78,54.29,48600870Y,Slovakia,"Commander, Internal Affairs",14625,Volunteer Work,-,39.0,1.0
862,Mcintyre,Sandra,F,1.39,50.32,H3911482C,Poland,Garbage Collector Driver,92749,Entertaining,Acura,26.0,0.0
863,Baker,Michael,M,1.72,67.44,D8366192R,Thailand,"Conductor, Orchestra",10974,Entertaining,-,24.0,0.0
864,Foley,Teresa,F,1.6,52.69,53847350V,Indonesia,"Supervisor, Sound Technician",9790,Family Time,-,36.0,0.0
865,Marshall,Raymond,M,1.72,48.36,28230600U,Netherlands,Guidance Counselor,83308,Walking,Lamborghini,28.0,0.0
866,Townsend,Ruth,F,1.4,48.63,42084625G,Japan,Instrument Mechanic,46871,Dancing,Jaguar,29.0,1.0
867,Harris,Arthur,M,1.63,51.66,H5369013K,Czechia,Warp Coiler,20392,Crafts,-,34.0,2.0
868,Le,Joe,M,1.79,48.36,W2439872Q,Czechia,Yarn-Polishing-Machine Operator,31638,Beach,-,30.0,1.0
869,Black,Ann,F,1.49,42.6,N0250476T,Czechia,Pellet-Press Operator,20770,Listening to Music,-,24.0,1.0
870,Vega,Carol,F,1.53,47.55,K7727040J,France,Surgical-Dressing Maker,31675,Bowling,-,32.0,0.0
871,Griffin,Amy,F,1.57,39.32,46602212Y,Romania,Satellite-Instruction Facilitator,8296,Volunteer Work,-,28.0,1.0
872,Bush,Helen,F,1.41,48.49,29661357G,Russia,Tin Recovery Worker,30754,Working on Cars,-,34.0,1.0
873,Chandler,Jerry,M,1.75,48.36,H4368149N,Australia,Liner Reroll Tender,69115,Golf,Jeep,24.0,1.0
874,Deleon,Mary,F,1.65,39.32,T1612436H,Senegal,Supplies Packer,51693,Sewing,-,37.0,1.0
875,Cochran,Ronald,M,1.59,61.31,79411524E,South Korea,"Electrician, Aircraft",13964,Camping,-,35.0,1.0
876,Cleveland,Stephanie,F,1.62,49.26,87501750Q,Turkey,Paper Sorter And Counter,14149,Boating,-,33.0,0.0
877,Bell,Kyle,M,1.89,49.14,69449808A,Netherlands,Embroidery-Machine Operator,33853,Billiards,-,33.0,1.0
878,Carrillo,Andrea,F,1.51,51.68,Y0297688X,Spain,Cloth-Shrinking-Machine-Operator Helper,121166,Watching Sports,-,35.0,1.0
879,Bryant,Willie,M,1.94,56.35,B7848325K,Belgium,"Director, Community-Health Nursing",19947,Skiing,-,32.0,2.0
880,George,Russell,M,1.81,48.36,28590913W,Netherlands,"Manager, Regulated Program",19868,Animal Care,-,37.0,1.0
881,Harrington,Heather,F,1.63,49.53,W4414863J,Slovakia,"Steward/Stewardess, Bath",51783,Playing Cards,Koenigsegg,27.0,0.0
882,Ramirez,Thomas,M,1.94,57.64,D9466465I,Japan,Beamer Helper,37557,Skiing,-,28.0,0.0
883,Leblanc,Amy,F,1.58,39.32,57738585R,South Korea,Rip-And-Groove-Machine Operator,31382,Watching Sports,-,34.0,0.0
884,Case,Kevin,M,1.73,71.19,X7317020C,Poland,Display Designer,15114,Beach,-,40.0,2.0
885,Horton,Andrea,F,1.79,39.53,R1744329T,Finland,"Sizer, Hand",14025,Walking,-,29.0,1.0
886,Valdez,Billy,M,1.88,63.01,78727657K,India,Silo Operator,41646,Computer Games,Kia,20.0,0.0
887,Cruz,Peter,M,1.94,54.17,85937031C,Estonia,Manicurist,6652,Playing Cards,-,23.0,1.0
888,Juarez,Ashley,F,1.64,45.65,B7672593Y,Hungary,Public Health Physician,68394,Eating Out,-,35.0,0.0
889,Barnett,Christopher,M,1.94,66.3,23524630O,France,Roller Cleaner,50773,Boating,-,42.0,1.0
